City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Puerto Baquerizo Moreno,-0.9,-89.6,27.55,83,75,5.14,EC,1686601646
295,Bijie,27.3125,105.2942,14.32,80,100,1.27,CN,1686601966
296,Atafu Village,-8.5421,-172.5159,28.29,77,24,5.78,TK,1686601613
297,Roboré,-18.3333,-59.75,11.05,93,100,0.0,BO,1686601830
298,Baie-Comeau,49.2168,-68.1489,24.82,38,0,6.17,CA,1686601668
299,Fada,9.5667,8.3,20.6,94,84,1.46,NG,1686601967
300,Tirukkoyilur,11.95,79.2,28.37,72,100,4.24,IN,1686601968
301,Labasa,-16.4167,179.3833,25.82,77,65,2.75,FJ,1686601968
302,Barra de Santo Antônio,-9.4047,-35.5072,24.6,84,6,4.08,BR,1686601968
303,Waingapu,-9.6567,120.2641,22.74,85,12,4.25,ID,1686601968
304,Chernyshevsk,52.5243,117.0174,15.98,73,100,2.25,RU,1686601968
305,Smithers,54.7804,-127.1743,23.18,35,75,4.12,CA,1686601505
306,Tura,25.5198,90.2201,23.78,93,57,2.06,IN,1686601969
307,Morehead City,34.7229,-76.726,27.23,85,100,8.23,US,1686601969
308,Targuist,34.9377,-4.3186,18.11,59,8,1.16,MA,1686601969
309,Northam,51.0333,-4.2167,16.33,89,47,2.2,GB,1686601657
310,Sechura,-5.5569,-80.8222,27.35,58,0,8.07,PE,1686601970
311,Ponta Porã,-22.5361,-55.7256,9.95,100,100,4.12,BR,1686601970
312,Keflavik,64.0049,-22.5624,10.24,66,75,2.06,IS,1686601970
313,Kampong Chhnang,12.1667,104.55,26.15,80,100,1.7,KH,1686601971
314,Knik-Fairview,61.5126,-149.6001,13.0,65,75,0.45,US,1686601971
315,Island Harbour,50.724,-1.2758,21.04,87,14,0.45,GB,1686601811
316,Vuktyl,63.8567,57.3094,6.7,67,100,3.19,RU,1686601971
317,Nikolayevsk-on-Amur,53.1406,140.73,9.5,94,100,1.21,RU,1686601972
318,Nyrob,60.733,56.7202,4.79,89,17,1.91,RU,1686601972
319,Panguipulli,-39.6333,-72.3333,5.47,98,2,0.93,CL,1686601932
320,Al Fāw,29.9776,48.4741,38.0,24,0,6.18,IQ,1686601972
321,Hithadhoo,-0.6,73.0833,28.32,73,85,1.25,MV,1686601690
322,Killarney,52.05,-9.5167,16.31,85,93,1.78,IE,1686601973
323,Puerto Ayacucho,5.6639,-67.6236,28.63,78,96,0.7,VE,1686601624
324,Lamu,-2.2717,40.902,26.12,77,68,4.76,KE,1686601825
325,Qalāt,32.1058,66.9083,24.29,14,0,2.59,AF,1686601973
326,Huarmey,-10.0681,-78.1522,23.68,69,6,6.67,PE,1686601974
327,Yagunovskiy,55.2828,85.978,11.69,100,40,4.02,RU,1686601974
328,Broken Hill,-31.95,141.4333,8.48,75,57,4.87,AU,1686601862
329,Crookston,47.7741,-96.6081,27.95,25,0,1.54,US,1686601848
330,Melekeok Village,7.4957,134.6367,24.31,94,75,1.54,PW,1686601975
331,Guerrero Negro,27.9769,-114.0611,20.94,56,0,8.67,MX,1686601923
332,Minas de Marcona,-15.2119,-75.1103,14.78,72,22,8.88,PE,1686601975
333,Fort St. John,56.2499,-120.8529,21.94,37,75,4.63,CA,1686601856
334,Uturoa,-16.7333,-151.4333,27.09,71,5,8.4,PF,1686601976
335,Leeton,-34.5667,146.4,7.83,85,100,2.8,AU,1686601976
336,Popondetta,-8.7537,148.2534,23.23,92,63,1.26,PG,1686601976
337,Tromsø,69.6496,18.957,9.1,66,75,8.23,NO,1686601976
338,Antigonish,45.6169,-61.9986,26.19,63,6,1.34,CA,1686601764
339,Bereeda,11.8704,51.0579,31.28,61,99,2.0,SO,1686601977
340,Vikindu,-7.0067,39.2985,22.1,78,1,2.3,TZ,1686601977
341,Ivdel',60.6911,60.4206,4.72,73,46,2.03,RU,1686601942
342,Pujilí,-0.95,-78.6833,16.38,55,75,5.66,EC,1686601977
343,Campo Gallo,-26.5833,-62.85,12.93,28,98,1.88,AR,1686601978
344,Hell-Ville,-13.4,48.2667,25.08,75,1,0.66,MG,1686601978
345,Mossel Bay,-34.1831,22.146,12.96,69,96,7.53,ZA,1686601978
346,Oamaru,-45.0784,170.9801,8.36,67,93,2.24,NZ,1686601978
347,Stenungsund,58.0705,11.8181,16.25,71,18,0.86,SE,1686601979
348,Lerwick,60.1545,-1.1494,13.0,92,84,3.37,GB,1686601979
349,Perryton,36.4,-100.8027,14.96,77,100,4.63,US,1686601979
350,Babu,24.4167,111.5167,25.9,74,99,1.45,CN,1686601980
351,Egilsstadir,65.2653,-14.3948,11.95,54,0,10.8,IS,1686601712
352,Irará,-12.05,-38.7667,21.72,84,2,3.11,BR,1686601980
353,Chonchi,-42.6128,-73.8092,8.56,89,15,1.18,CL,1686601976
354,Khanty-Mansiysk,61.0042,69.0019,9.06,57,0,1.0,RU,1686601981
355,Nicoya,10.1483,-85.452,30.97,70,85,0.69,CR,1686601981
356,Las Heras,-46.5419,-68.9359,3.62,50,62,5.52,AR,1686601887
357,Brisas de Zicatela,15.8369,-97.0419,31.29,66,40,3.09,MX,1686601630
358,Pangody,65.85,74.4859,0.35,87,63,7.17,RU,1686601942
359,Kaohsiung City,22.6163,120.3133,26.05,97,75,1.79,TW,1686601912
360,Katabu,-4.9333,122.5167,23.66,90,100,0.73,ID,1686601643
361,Arauca,7.0847,-70.7591,28.98,70,40,1.54,CO,1686601982
362,High Rock,26.6208,-78.2833,27.01,70,1,5.49,BS,1686601983
363,Konark,19.9,86.1167,27.22,71,94,4.8,IN,1686601983
364,Kiruna,67.8557,20.2251,10.51,58,71,7.2,SE,1686601983
365,Taoudenni,22.6783,-3.9836,37.75,11,0,4.08,ML,1686601983
366,Campo Mourão,-24.0456,-52.3831,14.95,97,98,1.98,BR,1686601984
367,Lib,8.3122,167.3766,28.42,77,94,8.6,MH,1686601984
368,Cox’s Bāzār,21.4532,91.9798,26.24,88,98,4.87,BD,1686601984
369,Mil’kovo,55.6078,37.7956,14.08,70,3,3.53,RU,1686601984
370,Mīzan Teferī,6.9833,35.5833,16.02,94,100,1.14,ET,1686601985
371,Otjiwarongo,-20.4637,16.6477,9.28,15,2,4.84,NA,1686601985
372,George Town,5.4112,100.3354,28.96,86,20,2.06,MY,1686601972
373,Severnoye,56.3491,78.3619,5.88,68,70,2.65,RU,1686601985
374,Wörgl,47.4833,12.0667,13.61,83,0,0.84,AT,1686601986
375,Tinajo,29.0788,-13.7081,23.49,69,40,6.17,ES,1686601986
376,Santa Maria,-29.6842,-53.8069,11.61,50,0,1.54,BR,1686601986
377,Tākestān,36.0696,49.6959,22.07,54,39,2.92,IR,1686601987
378,Nema,57.5067,50.5011,6.91,74,2,0.91,RU,1686601616
379,Chernyshevskiy,63.0128,112.4714,4.66,59,0,0.14,RU,1686601699
380,Tucumã,-0.1833,-50.05,25.72,91,10,3.54,BR,1686601988
381,Borogontsy,62.6683,131.1683,5.35,63,100,1.84,RU,1686601988
382,Fort Bragg,35.139,-79.006,31.85,54,40,6.17,US,1686601461
383,Nelson Bay,-32.7167,152.15,14.44,87,46,1.34,AU,1686601989
384,Manggar,-2.8833,108.2667,27.79,83,95,5.83,ID,1686601989
385,Belmonte,-15.8631,-38.8828,24.2,78,0,2.44,BR,1686601612
386,Susuman,62.7833,148.1667,19.95,50,100,1.46,RU,1686601989
387,St. John's,47.5649,-52.7093,8.71,88,100,8.23,CA,1686601892
388,Wailea,19.8858,-155.123,27.84,70,20,3.6,US,1686601990
389,Baotou,40.6522,109.8222,17.68,31,0,1.83,CN,1686601990
390,Toguchin,55.2353,84.3858,9.46,95,92,2.58,RU,1686601990
391,Jiuquan,39.7432,98.5174,18.16,24,0,1.36,CN,1686601991
392,Xining,36.6167,101.7667,9.79,79,67,1.3,CN,1686601651
393,Murgab,37.4966,61.9714,27.93,23,0,2.06,TM,1686601992
394,Abepura,-2.6333,140.5833,24.45,88,20,1.03,ID,1686601992
395,Galliano,29.4422,-90.2992,35.0,58,40,6.17,US,1686601992
396,Manokwari,-0.8667,134.0833,25.32,84,99,0.74,ID,1686601992
397,Karachayevsk,43.774,41.9142,15.78,95,100,1.61,RU,1686601993
398,Birao,10.2849,22.7882,27.37,64,90,3.87,CF,1686601711
399,Severo-Yeniseyskiy,60.3725,93.0408,8.95,55,100,2.69,RU,1686601717
400,Moussoro,13.6408,16.4901,31.87,46,54,4.5,TD,1686601993
401,Makhambet,47.6667,51.5833,29.34,17,98,4.76,KZ,1686601993
402,Cape Coast,5.1053,-1.2466,25.56,73,6,4.52,GH,1686601994
403,Nikkō,36.75,139.6167,16.87,92,100,0.74,JP,1686601994
404,Greymouth,-42.4667,171.2,6.42,88,13,2.63,NZ,1686601994
405,Şărmăşag,47.35,22.8333,14.27,88,45,0.9,RO,1686601995
406,San Antonio de Palé,-1.4014,5.6325,24.57,89,70,2.91,GQ,1686601995
407,Geraldton,-28.7667,114.6,7.23,93,0,3.6,AU,1686601978
408,Birobidzhan,48.8,132.95,14.64,92,11,0.8,RU,1686601995
409,Bilmak,47.3624,36.6511,14.27,96,38,3.11,UA,1686601996
410,Finisterra,42.9049,-9.2629,18.75,90,100,0.96,ES,1686601996
411,El Calafate,-50.3408,-72.2768,2.52,71,100,3.7,AR,1686601638
412,Springbok,-29.6643,17.8865,6.23,91,0,1.76,ZA,1686601996
413,Callao,-12.0667,-77.15,23.16,64,20,9.26,PE,1686601997
414,Tippi,7.2,35.45,17.56,93,98,1.42,ET,1686601997
415,Yanchep,-31.55,115.6833,12.07,69,99,2.44,AU,1686601997
416,Khandyga,62.6667,135.6,8.57,55,100,2.28,RU,1686601997
417,Kyren,51.6828,102.1408,13.51,95,97,0.41,RU,1686601998
418,Bubaque,11.2833,-15.8333,27.75,81,58,6.44,GW,1686601998
419,Ilha Solteira,-20.4328,-51.3425,22.5,77,89,5.22,BR,1686601998
420,Labuan Bajo,-8.4964,119.8877,22.54,84,11,2.75,ID,1686601998
421,Igbeti,8.75,4.1333,23.94,73,84,2.1,NG,1686601999
422,Bengkulu,-3.8004,102.2655,23.66,85,95,2.16,ID,1686601999
423,Maitum,6.0392,124.4986,25.16,86,42,1.95,PH,1686601999
424,Saldanha,-33.0117,17.9442,13.03,80,72,4.86,ZA,1686601999
425,Prince Rupert,54.3161,-130.3201,13.05,89,100,5.14,CA,1686601808
426,Jaisalmer,26.9147,70.9181,32.33,47,2,6.37,IN,1686602000
427,Aitape,-3.1374,142.3475,25.51,88,100,2.3,PG,1686602000
428,Nyurba,63.2842,118.3319,7.3,57,2,1.43,RU,1686601809
429,Prineville,44.2999,-120.8345,29.17,39,75,6.69,US,1686602001
430,Kamloops,50.6665,-120.3192,30.42,29,20,0.89,CA,1686601802
431,Port Antonio,18.18,-76.4612,33.33,72,8,6.6,JM,1686602001
432,Gamba,-2.65,10.0,22.89,95,62,1.79,GA,1686602001
433,Pangai,-19.8,-174.35,24.06,83,100,4.12,TO,1686602002
434,Carupano,10.6678,-63.2585,27.5,79,100,3.28,VE,1686602002
435,Santiago de Cao,-7.9589,-79.2392,24.07,73,0,6.17,PE,1686602002
436,Colón,9.3592,-79.9014,31.64,69,57,8.05,PA,1686602002
437,Dvinskoy Bereznik,62.8551,42.7072,16.17,57,99,4.05,RU,1686602003
438,Bayanhongor,46.7167,100.1167,12.46,54,87,1.68,MN,1686602003
439,Komsomolets,53.7453,62.0708,11.37,71,100,2.44,KZ,1686602003
440,Nantucket,41.2835,-70.0995,24.03,88,75,5.66,US,1686601853
441,Ad Dabbah,18.05,30.95,36.98,21,81,2.89,SD,1686602004
442,Santa Cruz de la Sierra,-17.8,-63.1667,11.03,82,100,7.72,BO,1686601511
443,Viana do Castelo,41.6932,-8.8329,16.86,89,5,1.28,PT,1686602004
444,San Luis,-33.295,-66.3356,8.83,28,0,3.25,AR,1686602004
445,Arroio Grande,-32.2375,-53.0869,6.65,60,0,2.01,BR,1686602005
446,Nuuk,64.1835,-51.7216,1.34,100,100,8.23,GL,1686601678
447,Kāliyāganj,25.6333,88.3167,28.32,72,48,1.29,IN,1686602005
448,Noumea,-22.2763,166.4572,20.0,99,0,3.17,NC,1686602005
449,Machico,32.7,-16.7667,21.67,81,40,3.09,PT,1686601813
450,As Saffānīyah,27.9708,48.73,33.64,36,0,1.74,SA,1686602006
451,Lávrio,37.7145,24.0565,24.1,63,19,3.18,GR,1686602006
452,Alva,56.1528,-3.8051,18.49,83,29,0.89,GB,1686602006
453,Puerto Maldonado,-12.6,-69.1833,23.22,94,100,5.66,PE,1686601724
454,San Matías,-16.3667,-58.4,17.7,79,100,3.75,BO,1686602007
455,Kaduqli,11.0167,29.7167,29.72,53,80,1.19,SD,1686602007
456,Hammerfest,70.6634,23.6821,8.25,76,75,9.26,NO,1686602007
457,Kasongo,-4.45,26.6667,23.13,62,57,1.35,CD,1686602007
458,Sinabang,2.4803,96.3801,26.41,81,62,0.36,ID,1686602008
459,Beli,7.8587,10.9719,23.44,92,84,1.8,NG,1686602008
460,Khuzdar,27.7384,66.6434,27.58,46,3,2.9,PK,1686602008
461,Codrington,-38.2667,141.9667,9.59,83,26,7.06,AU,1686602008
462,Muynak,43.7683,59.0214,23.94,43,2,5.04,UZ,1686602009
463,Corrientes,-27.4806,-58.8341,12.98,48,0,3.6,AR,1686601927
464,Puerto Colombia,10.9878,-74.9547,32.05,73,30,6.65,CO,1686602009
465,San Blas,21.5167,-105.2667,36.94,64,1,3.69,MX,1686602010
466,Gorontalo,0.5412,123.0595,23.58,94,26,1.06,ID,1686601517
467,Port Augusta,-32.5,137.7667,9.19,90,0,3.24,AU,1686602010
468,San Clemente del Tuyú,-36.3569,-56.7235,8.88,72,77,6.77,AR,1686602011
469,Mercedes,-34.6515,-59.4307,11.55,63,5,2.47,AR,1686602011
470,Vadsø,70.0744,29.7487,16.49,50,0,3.09,NO,1686601752
471,Chibougamau,49.9168,-74.3659,25.79,34,0,3.09,CA,1686601939
472,Ancud,-41.8697,-73.8203,8.15,73,7,1.34,CL,1686601658
473,El Haouaria,37.05,11.0144,22.01,79,30,1.61,TN,1686602012
474,Praia da Vitória,38.7333,-27.0667,22.14,88,40,2.75,PT,1686601605
475,Ettaiyapuram,9.1441,77.9907,29.17,61,100,5.08,IN,1686602012
476,Darnah,32.767,22.6367,21.18,89,1,6.09,LY,1686602012
477,Belyy Yar,53.6039,91.3903,9.94,100,1,1.0,RU,1686602013
478,Porbandar,21.6422,69.6093,28.49,85,100,14.42,IN,1686602013
479,Siocon,7.7061,122.1353,25.88,84,16,1.45,PH,1686602013
480,Fortuna,40.5982,-124.1573,17.74,82,0,6.69,US,1686601655
481,Salinópolis,-0.6136,-47.3561,27.25,83,100,5.53,BR,1686601691
482,Gangāpur,26.4833,76.7167,35.61,29,3,5.19,IN,1686602014
483,Kastsyukovichy,53.3516,32.0506,11.08,67,100,3.81,BY,1686602014
484,Nishinoomote,30.7333,131.0,23.67,91,91,3.06,JP,1686601993
485,Abatskiy,56.2875,70.4555,7.63,73,100,2.11,RU,1686602014
486,Mollendo,-17.0231,-72.0147,18.17,77,73,4.62,PE,1686602015
487,Berryville,36.3648,-93.568,25.38,59,97,2.58,US,1686602015
488,Shenjiamen,29.9576,122.298,21.61,96,100,2.76,CN,1686602015
489,Beardstown,40.0176,-90.4243,23.75,31,5,0.89,US,1686602016
490,Illizi,26.4833,8.4667,36.89,12,0,4.59,DZ,1686601691
491,Carolina,18.3808,-65.9574,31.96,72,75,8.75,PR,1686602016
492,Ceyhan,37.0247,35.8175,22.19,86,0,1.14,TR,1686602016
493,Turtas,58.9417,69.1325,5.1,75,10,2.45,RU,1686601604
494,North Bay,46.3168,-79.4663,16.64,94,100,7.72,CA,1686601997
495,Portland,45.5234,-122.6762,30.61,51,20,1.79,US,1686601544
496,Tanout,14.9709,8.8879,32.58,35,1,3.07,NE,1686602017
497,Kot Samaba,28.5522,70.4684,36.52,33,0,9.29,PK,1686602017
498,Arrondissement du Havre,49.5833,0.3333,16.3,94,0,2.57,FR,1686602018
499,Rakvere,59.3464,26.3558,11.31,59,5,2.22,EE,1686602018
500,Perelyub,51.8667,50.3667,13.28,64,99,10.65,RU,1686602018
501,South Hedland,-20.4089,118.5983,14.96,55,0,2.06,AU,1686602018
502,Atasū,48.6814,71.6433,18.24,37,22,4.23,KZ,1686602019
503,Gizo Government Station,-8.103,156.8419,28.17,78,10,3.51,SB,1686602019
504,Conceição da Barra,-18.5933,-39.7322,23.61,81,2,3.99,BR,1686602019
505,Teguise,29.0605,-13.564,22.12,69,40,6.17,ES,1686601871
506,Delta del Tigre,-34.7633,-56.3853,11.06,62,20,4.63,UY,1686602020
507,Villa Gesell,-37.2639,-56.973,8.92,80,100,6.85,AR,1686601989
508,Koungou,-12.7336,45.2042,24.84,78,0,2.06,YT,1686602020
509,Port Macquarie,-31.4333,152.9167,9.94,90,5,1.3,AU,1686601833
510,Bukama,-9.2,25.85,22.0,44,73,0.86,CD,1686602020
511,La Passe,45.5549,-0.8967,19.43,93,96,2.41,FR,1686602021
512,Mogadishu,2.0371,45.3438,26.21,86,99,8.75,SO,1686602021
513,Mogador,31.5125,-9.77,22.72,84,0,4.63,MA,1686602021
514,Shalqar,47.8333,59.6,25.84,16,45,4.64,KZ,1686602022
515,Gijang,35.2442,129.2139,20.85,94,57,0.52,KR,1686602022
516,Māndal,25.45,74.5667,32.72,39,11,6.06,IN,1686601743
517,Buala,-8.145,159.5921,27.62,81,74,2.27,SB,1686602022
518,Aksay,51.1678,52.995,18.04,58,99,9.61,KZ,1686602023
519,Taupo,-38.6833,176.0833,6.35,75,1,1.43,NZ,1686602023
520,Ulety,51.3572,112.4849,16.24,64,94,0.66,RU,1686602023
521,Dursunbey,39.586,28.6257,14.87,97,99,1.34,TR,1686602024
522,Şile,41.1754,29.6133,19.76,68,94,1.79,TR,1686602024
523,Bikenibeu Village,1.3673,173.1241,28.98,84,40,2.06,KI,1686601830
524,Ţubarjal,30.4999,38.216,27.02,27,0,6.08,SA,1686602024
525,Longido,-2.7333,36.6833,17.45,73,61,5.0,TZ,1686602024
526,Le Krib,36.328,9.1361,25.84,58,97,0.64,TN,1686602025
527,Suances,43.4334,-4.0434,20.12,91,20,0.51,ES,1686602025
528,Shahrud,36.4182,54.9763,22.96,49,0,2.38,IR,1686602025
529,Alexandria,31.2156,29.9553,22.3,70,5,3.45,EG,1686602026
530,Ingeniero Jacobacci,-41.3427,-69.5448,5.22,56,1,1.17,AR,1686601731
531,Sunne,59.8376,13.143,17.23,53,100,1.22,SE,1686602026
532,Marsh Harbour,26.5412,-77.0636,27.86,75,86,8.8,BS,1686601983
533,Kalmunai,7.4167,81.8167,26.9,80,100,2.58,LK,1686601720
534,Fale old settlement,-9.3852,-171.2468,28.54,77,9,6.25,TK,1686601632
535,Inhambane,-23.865,35.3833,20.73,88,0,4.69,MZ,1686602027
536,Box Elder,41.5005,-112.8764,22.92,47,67,1.96,US,1686602027
537,Yaren,-0.5472,166.916,28.55,74,85,3.66,NR,1686602027
538,Frontera,26.9333,-101.45,40.18,32,7,2.68,MX,1686602028
539,Carloforte,39.145,8.3058,22.13,78,12,2.12,IT,1686602028
540,Voskresenskoye,56.8381,45.4317,7.34,76,0,1.53,RU,1686602028
541,Coahuayana de Hidalgo,18.7,-103.6583,33.37,47,89,4.03,MX,1686602029
542,Cockburn Town,21.4612,-71.1419,28.03,82,95,8.42,TC,1686602029
543,Hotan,37.0997,79.9269,27.5,23,60,3.62,CN,1686602029
544,Buta,2.7858,24.73,22.09,90,89,0.99,CD,1686602029
545,Colares,38.7992,-9.4469,19.86,83,75,6.71,PT,1686602030
546,Castillos,-34.1667,-53.8333,10.92,55,30,5.69,UY,1686601667
547,Kununurra,-15.7667,128.7333,17.99,82,90,0.0,AU,1686602030
548,Talara,-4.5772,-81.2719,29.42,58,0,7.2,PE,1686602030
549,Sosnovo-Ozerskoye,52.5249,111.5418,12.6,72,93,3.39,RU,1686602031
550,Ishigaki,24.3448,124.1572,26.07,100,75,4.63,JP,1686601696
551,Yung Shue Wan,22.2333,114.1167,30.32,83,100,2.46,HK,1686602031
552,Joal-Fadiout,14.1667,-16.8333,26.25,81,100,6.25,SN,1686602031
553,East London,-33.0153,27.9116,14.86,67,100,7.35,ZA,1686602032
554,Elko,41.0002,-115.5012,19.01,55,81,1.34,US,1686602032
555,Muroto-misakicho,33.2833,134.15,21.78,85,73,4.19,JP,1686602032
556,Moree,-29.4667,149.85,12.59,87,99,4.67,AU,1686602032
557,Antalaha,-14.9003,50.2788,21.01,87,3,1.99,MG,1686602032
558,Elverum,60.8819,11.5623,13.8,56,62,2.06,NO,1686602033
559,Sinop Province,41.7711,34.8709,15.16,96,99,0.63,TR,1686602033
560,Taltal,-25.4,-70.4833,13.78,79,66,4.58,CL,1686601811
561,Kovalam,8.3667,76.9967,28.05,78,75,0.0,IN,1686602033
562,Cochrane,51.1834,-114.4687,26.15,38,0,3.6,CA,1686601961
563,Khiva,41.3783,60.3639,21.99,13,43,4.55,UZ,1686602034
564,Guiratinga,-16.3494,-53.7583,23.45,69,81,2.32,BR,1686602035
565,Otley,53.9055,-1.6938,20.88,73,20,2.06,GB,1686602035
566,São Félix do Xingu,-6.6447,-51.995,27.81,63,6,1.26,BR,1686602035
567,Littlefield,33.9173,-102.3249,23.83,63,69,6.39,US,1686602036
568,Pinotepa Nacional,16.3167,-98.0167,34.41,44,99,5.07,MX,1686602036
569,Villiers,-27.0303,28.6006,7.66,68,4,2.43,ZA,1686602036
570,San Antonio,29.4241,-98.4936,37.14,50,40,4.63,US,1686601701
571,Yongchuan,29.3514,105.8947,19.78,82,64,1.5,CN,1686602037
572,Lata,40.1629,-8.3327,19.9,96,4,1.16,PT,1686602037
573,Kelso,46.1468,-122.9084,29.71,58,3,3.23,US,1686601851
574,Sollefteå,63.1667,17.2667,15.92,57,60,0.95,SE,1686602037
575,Vorkuta,67.5,64.0,3.53,54,97,2.78,RU,1686602016
576,Choibalsan,48.0667,114.5,17.62,46,81,3.07,MN,1686602038
577,Waddān,29.1614,16.139,26.1,47,0,6.25,LY,1686602038
578,Lupane,-18.9315,27.807,15.51,41,49,0.7,ZW,1686602038
579,Mount Pearl,47.5166,-52.7813,8.25,88,100,8.23,CA,1686601693
580,Itapirapuã,-15.8233,-50.6133,28.59,37,60,1.81,BR,1686602039
581,Carutapera,-1.195,-46.02,25.19,91,21,3.66,BR,1686602039
582,Arzachena,41.0769,9.3887,21.69,81,85,3.51,IT,1686602039
583,Ciudad Bolivar,8.1222,-63.5497,31.46,57,100,2.65,VE,1686601751
584,Santa Ana,33.7456,-117.8678,22.16,70,75,5.14,US,1686601350
585,Den Helder,52.9599,4.7593,21.66,84,56,5.36,NL,1686602040
586,Port Lincoln,-34.7333,135.8667,13.23,67,46,10.02,AU,1686602040
587,Juan Griego,11.0817,-63.9655,28.39,75,95,6.12,VE,1686602040
588,Basco,20.4487,121.9702,27.43,87,100,12.54,PH,1686602041
